Label,Message
spam,"Dear INDIGO Customer, flight 5A576 from BEP shall be boarding from gate 2U. Boarding gate closes10 mins prior to the departure time."
ham,meeting is from 5:30am to 5:30pm
ham,call the reception
spam,"Dear customer, We wish you a Happy Janmashtami. Thanks for being a AMAZON SELLER SERVICES customer."
spam,"Please join CM Arvind Kejriwal in BLR as he speaks about 1 yr of AAP govt in Delhi. Sun 31-Jan 3pm, St Joseph?s High School grounds opp Kanteerva Stadium."
spam,"Greetings, Lakshmi Auto Agency wishes you a Happy Ram Navami."
ham,meet mary after work
spam,Delivered: Your package withPopular Essentials Rozana Sona Masouri RA5 & 9 other itemswas successfully delivered. More info at http://myantra.com/cBfWh1e
spam,"Rs.1312.00 was spent on ur HDFCBank CREDIT Card ending 8066 on 2016-06-05:13:52:20 at HERBS &amp; SPICES.Avl bal - Rs.68713.00, curr o/s - Rs.56287.00"
spam,"Dear INDIGO Customer, flight 8K167 from AGX shall be boarding from gate 29L. Boarding gate closes16 mins prior to the departure time."
ham,c is joining us.
ham,i need to go to my gym on saturdays at 5am this month
ham,Don't forget plz
spam,Recharge with STV248 and get Unlimited Calls to Any Network Landline Connection (Local/STD) and 30 P/Min Call to Any Network Mobile (in India) for 30 days
ham,tom is coming to town tomorrow
spam,"Dear customer, We wish you a Happy Onam. Thanks for being a Flipkart customer."
ham,eat dark chocolate in the night
ham,"Hey Radheesh, how are you? Just wanted to check if. There is anyone staying is 201? The water seepage problem is back. But whenever I go to your house no one opens the door. If some tenant is there, can you please ask them to check any water logging in balcony or bathroom? Or can you share his number? -adrian"
ham,pay emi for the house loan on every 4th
spam,Congrats! 150 Faasos Credits have been added to your account. Your total credits: 150. Log in to the app or website for details. Thanks.
ham,Okay dear..I will reach around 6 PM.
ham,Can you buzz her wenevr ur free next week?
spam,"Dear Customer, Your a/c no. XXXXXXXX7743 is debited for Rs.23,500.00 on 07-Aug-2016 17:20:01 and a/c XXXXXXXX3363 credited (IMPS Ref no 628991462707)."
ham,going to pune with john. i will meet him there next tue
spam,OTP is 517135 for the txn of INR 12799.00 at Maha Veer Auto Agency on your SBI bank Debit card ending with 4267. Valid till 12:14:45. Do not share the OTP with anyone for security reasons
ham,"Okay, see you then."
ham,drop off the laundry
spam,"Dear customer, We wish you a Happy Diwali. Thanks for being a Air India customer."
ham,seeya next Friday bro
spam,"Greetings, SBI wishes you a Merry Christmas."
spam,"Now you can Renew Your Subscription of Electronics For You for your Subscription No: E159456 at Half the Cover Price. To avail this special offer before it expires on 10th October 2015, please visit http://pay.efyindia.com/specialrenew/ Team-Support | EFY"
spam,"Delivered: Your package withOut for Delivery: SAMSUNG Galaxy J5 - 6 ... with tracking ID FMPP0058812707 from flipkart.com,was successfully delivered. More info at http://flipkart.com/cBfWh1e"
ham,"okay, thanks for the reminder"
ham,meet john at pizza hut on lunch
spam,"Dear Customer, invest today in ICICI Bank 390 days FD @ 7.25% p.a. for a better tomorrow. Rates valid till 16-Nov-16. To open a FD, visit bit.ly/1OkFJAF. T&amp;C."
spam,"Dear INDIGO Customer, flight 1B258 from RJA shall be boarding from gate 19R. Boarding gate closes10 mins prior to the departure time."
spam,OTP is 186172 for the txn of INR 17480.00 at Maha Veer Auto Agency on your SBI bank CREDIT card ending with 1162. Valid till 2:20:43. Do not share the OTP with anyone for security reasons
ham,ok…I will call you after lunch? Okay?
spam,"Dear JET Airways Customer, flight 7D374 from BHO shall be boarding from gate 13A. Boarding gate closes13 mins prior to the departure time."
ham,i will attend nishu's wedding
ham,going to south korea on 10th oct. will meet dipesh.
ham,John is going to Delhi. I am going there tmrw. I will meet him there
ham,Ok Dear.. No problem
ham,"I forgot, this year I should wish him at any cost"
ham,Are you going to the semi-formal next week?
spam,"Dear customer, We wish you a Happy Dusshera. Thanks for being a INDIGO customer."
ham,lets meet 5th day of coming week
ham,thanks! see ya then
spam,Delivered: Your package withAhalyaa Yellow Colored Half Sleeve A4was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,"Dear customer, We wish you a Happy Independence day. Thanks for being a Paytm SELLER SERVICES customer."
spam,"Rs.439.00 was spent on ur HDFCBank CREDIT Card ending 7967 on 2015-07-28:07:22:35 at VIZxvWZL99616.Avl bal - Rs.68141.00, curr o/s - Rs.56859.00"
spam,OTP is 544436 for the txn of INR 6902.00 at Myantra on your AXIS bank Debit card ending with 7183. Valid till 2:25:48. Do not share the OTP with anyone for security reasons
ham,want to come with me to get my hair cut tomorrow?
ham,nice. I am also going there
ham,When is Mayank's anniversary party??
spam,"365 days validity Data STVs : 1)1498=18 GB, 2)2798= 36 GB, 3)3998 =60 GB, 4)4498 = 80 GB. Hurry offer valid only up to 31-10-2016."
spam,"Dear customer, We wish you a Happy Diwali. Thanks for being a AirAsia customer."
ham,pick up joey at 4pm
ham,need to make the bed in guest's room
spam,"Dear customer, We wish you a Happy Muharram. Thanks for being a Bajaj finserv customer."
spam,OTP is 531165 for the txn of INR 10034.00 at ShopClues on your HDFC bank CREDIT card ending with 8112. Valid till 10:23:54. Do not share the OTP with anyone for security reasons
spam,"Where have you been? We missed you so much! Relish special 15% off + 20% freecharge cash back, code FP015. Enjoy the weekend binge here https://goo.gl/zOPpMo."
ham,SAR is an awesome Program
ham,Hey wanna hang out sometime?
spam,"Dear SPICE JET Customer, flight 3C418 from COK shall be boarding from gate 10V. Boarding gate closes21 mins prior to the departure time."
ham,John gave up asking me to attend services with him..
ham,are you free tomorrow at 3?
ham,I am at Fashion Coma…
spam,Transferred the sum of rs. 1200 (IMPS Ref no 517141439883).
spam,Thank you for posting a complaint on ichangemycity. Your complaint W0832b463634 will be forwarded to concerned civic agency. We will keep you posted on the progress.
ham,does tomorrow work for you ?
ham,I am coming home for Thanksgiving
ham,lets meet tomorrow after 8 in the morning
ham,discussion with nishu for lunch
ham,lunch on friday @ 2 pm in pizza hut
ham,fill water in cooler
spam,"Your Tkt Cancelled. PNR, 84426218535, Amt 1082 will be refunded in your account."
spam,Delivered: Your package withStar Car Mats Atlas 3D Floor Ma..was successfully delivered. More info at http://jabong.com/cBfWh1e
ham,the appointment is from quarter to half past 6
ham,share the news with everyone
ham,Okay dear..From where?
ham,how about thursday at 4:00pm
spam,Hey victor! Your Grand Happy Hours Slot is from 3pm-6pm! Enjoy Extra 22% Off +20% PhonePe Cashback! Your Code : BIZ5p93Y5 Shop Now! http://chk.bz/6T534I41gg
spam,Account notification: The password for your Google Account gavinpowell1136@outlook.com was recently changed. google.com/password
spam,HDFC BANK PERSONAL LOAN @11.49% FOR 20 LKS & SPESL CORPORATE EMPLS &BALANCE TRANSFER OF THE OTHER BANKS LOANS 11.69% FR DETAILS CALL;KUMAR 997799990
ham,the meeting can be on any weekday next week
spam,OTP is 823132 for the txn of INR 2264.00 at True Value on your AXIS bank Debit card ending with 5588. Valid till 16:16:30. Do not share the OTP with anyone for security reasons
ham,Lets meet in Mar
ham,I wanna attend Theatre show this Sunday ..but no company..
ham,have to skype her over lunch to get the updates
spam,"Dear Air India Customer, flight 7Q816 from AGX shall be boarding from gate 19U. Boarding gate closes11 mins prior to the departure time."
spam,"Delivered: Your package withGeneric USB LED Light for PC, Mobile Phones and USB Chargers (Colors May VA4was successfully delivered. More info at http://myantra.com/cBfWh1e"
spam,"Dear INDIGO Customer, flight 4K124 from BBI shall be boarding from gate 7Z. Boarding gate closes29 mins prior to the departure time."
spam,"IndiGo: Dear IndiGo Customer, flight 6E 901 from BLR shall be boarding from gate 10. Boarding gate closes 25 mins prior to the departure time."
ham,i will meet you on coming saturday after 7
ham,man I'm starving
ham,I forgot to turn off the Geyser
ham,oh yup lets attend on Friday eve by 9..
ham,call the indian overseas bank today before 4 :30 pm for the query
ham,submit the dues to airtel
spam,"Last day closing offer-BAJAJ Offer personal loan only@ 12% OR reduce EMI with OD limit only@-1250 Per lac,with best benefits,for info cal@ 8038013202-AYUSHI , 8822495990, 03/09/2016"
ham,I am meeting Mary's husband
ham,i will meet john at total mall. we will have lunch there
ham,lets meet 2hrs after 6pm
spam,Delivered: Your package withAutofurnish Magnetic Sun Shades for Tata Safari Storm...was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,"Rs.4413.00 was spent on ur HDFCBank CREDIT Card ending 8066 on 2016-05-11:08:47:12 at SPICEJET LIMITED.Avl bal - Rs.50589.00, curr o/s - Rs.74411.00"
ham,remind me to pay 50 rs to john
ham,lets meet before weekend
ham,Nicole and Aaron today at 7 a.m.
ham,He'll hv a live Gazal concert@Picture Story Events Entertainment amphitheatre the same day itself.
spam,"Dear customer, We wish you a Happy Republic Day. Thanks for being a True Value customer."
ham,lets meet from 1 to 2 pm
ham,Is 5pm alright with you?
ham,want to get ice cream tonight?
ham,show my events on sunday
ham,i will be meeting john between monday and thursday for a lunch
spam,OTP is 672238 for the txn of INR 413.00 at Myantra on your HDFC bank CREDIT card ending with 8252. Valid till 6:34:12. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withThea Stilto... and 2 other item(s)was successfully delivered. More info at http://shopclues.com/cBfWh1e
ham,meeting is from 5am to 6:45am day after tomorrow morning
ham,pay electric bills on 19th
ham,Can I invite deepak mishra as the neutral party ? No one else is responding.
spam,Delivered: Your package withHEERAN ART Polyresin Sitting Buddha 24 cm ORBwas successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,Can you pick me up a new briefcase?
spam,Delivered: Your package withAhalyaa Yellow Colored Half ...was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,OTP is 673372 for the txn of INR 19974.00 at Snapdeal on your SBI bank CREDIT card ending with 5775. Valid till 6:49:42. Do not share the OTP with anyone for security reasons
ham,ask about the project details
ham,Shal I book tickets? Its at Phinix market city @ 17 hrs
spam,"Dear customer, We wish you a Happy Holi. Thanks for being a Myantra customer."
spam,OTP is 148561 for the txn of INR 7257.00 at Aryan Auto Agency on your ICICI bank CREDIT card ending with 7757. Valid till 23:40:47. Do not share the OTP with anyone for security reasons
spam,OTP is 822165 for the txn of INR 11119.00 at Paytm SELLER SERVICES on your AXIS bank Debit card ending with 7376. Valid till 17:16:19. Do not share the OTP with anyone for security reasons
spam,"Dear Customer, You have made a Debit Card purchase of INR100.00 on 03 Apr. Info.IPS*BANGALORE I. Your Net Available Balance is INR 1,14,737.31."
ham,are you going to attend again ?
spam,"Greetings, IDBI Bank wishes you a Happy Holi."
spam,"Dear Air India Customer, flight 3L756 from HYD shall be boarding from gate 23P. Boarding gate closes1 mins prior to the departure time."
ham,do u have holiday on 31st october for diwali..?
ham,Ok baby..will bring it tomorrow for sure
ham,I was thinking 1
ham,"Hey, How about meeting tomorrow @ Totall mall for lunch."
ham,deadline for electricity bill payment is 19th
spam,"Your Tkt Cancelled. PNR, 34447756755, Amt 69 will be refunded in your account."
ham,want to eat dinner with john this saturday at 8pm
ham,i will be meeting john for dinner on saturday at 8pm
ham,I have a doctor appointment tomorrow at 4:30 p.m. so I will take a short fall
spam,"Get digital marketing services ""SEO (Search engine optimization), SMM (Social media marketing), PPC (Pay per click) & Content marketing"" Misscall 08064914005"
spam,OTP is 454712 for the txn of INR 12999.00 at Ola on your SBI bank CREDIT card ending with 8663. Valid till 9:41:16. Do not share the OTP with anyone for security reasons
spam,"Delivered: Your package with5V one Channel Relay Module FOR Arduino, ARM and o~was successfully delivered. More info at http://patm.com/cBfWh1e"
spam,"Dear AirAsia Customer, flight 6P655 from RTC shall be boarding from gate 12V. Boarding gate closes22 mins prior to the departure time."
ham,attend the party behind total mall food court
ham,inform john to meet mary asap
ham,i have an appointment with my doctor tomorrow
